pH,Chlorine_Level,Turbidity,NPK_Ratio,Conductivity,Industrial_Waste,Lead_Concentration,Flow_Rate,Water_Pressure,Road_Segment_ID,Terminal_Point_A,Terminal_Point_B,Road_Level,Capacity,Speed_Limit,Pipe_Diameter,Pipe_Length,Pipe_Age,Temperature,Humidity,Barometric_Pressure,Wind_Speed,Weather,Toxication_Level,Water_Quality_Label
7.07,3.2,3.26,7.33,282.76,60.12,0.0019,37.46,23.61,1365,55,57,Local,1258,30,460.81,494.68,50,-3.36,87.06,1043.34,18.82,Sunny,5.52,Safe
6.57,3.94,3.01,3.35,752.1,35.92,0.0208,157.98,65.25,1207,59,73,Arterial,1435,70,296.17,737.63,40,30.23,96.93,1036.21,19.89,Cloudy,33.76,Safe
7.72,3.96,4.62,7.66,1325.27,22.61,0.0395,100.69,58.03,1968,86,93,Arterial,2098,60,471.89,242.36,45,24.83,56.83,1026.1,23.1,Stormy,20.54,Safe
7.51,2.69,1.14,1.2,1230.95,60.28,0.0476,128.87,32.3,1920,79,76,Local,878,60,417.95,854.44,52,-4.68,55.94,1012.48,11.23,Rainy,37.76,Safe
6.6,4.32,2.47,5.47,1448.34,39.07,0.0312,81.06,67.44,1271,4,49,Arterial,545,30,634.09,439.87,40,22.3,45.31,1024.59,21.64,Stormy,78.02,Unsafe
7.06,2.08,4.42,1.66,946.22,1.41,0.0194,48.14,33.91,1047,16,35,Collector,2575,50,1084.86,747.76,30,3.01,37.1,1020.66,19.1,Stormy,38.33,Safe
8.32,4.47,0.39,3.29,422.02,2.22,0.0385,163.24,84.92,1911,11,57,Local,1086,60,850.73,683.23,52,35.06,69.0,993.23,7.66,Stormy,97.67,Unsafe
6.98,1.35,0.28,2.96,86.4,27.41,0.0253,75.06,69.48,1794,96,55,Collector,718,50,1027.66,413.11,16,11.43,81.75,1048.37,0.94,Cloudy,75.19,Unsafe
6.79,1.55,1.17,8.47,373.24,51.24,0.0184,174.67,89.7,1773,22,68,Arterial,1458,70,396.35,813.34,56,5.86,97.44,999.42,32.32,Stormy,17.51,Safe
7.48,0.45,3.17,2.34,1029.15,35.42,0.009,193.49,53.97,1614,65,5,Collector,2068,70,84.03,39.64,94,14.38,67.05,983.25,9.63,Rainy,98.31,Unsafe
8.47,4.02,1.3,8.18,1393.1,2.41,0.0398,167.7,60.95,1132,54,89,Local,894,40,466.14,268.17,41,34.5,80.11,1004.32,30.88,Cloudy,7.45,Safe
6.98,2.2,0.95,8.04,515.31,22.32,0.025,34.35,80.85,1803,90,28,Local,1163,50,863.09,21.48,38,7.79,37.56,1018.27,5.31,Sunny,81.65,Unsafe
7.84,1.3,2.29,5.24,1319.77,9.64,0.0482,172.45,63.7,1429,3,46,Local,2919,50,367.32,794.98,7,21.8,38.96,984.87,8.0,Sunny,7.27,Safe
8.02,1.31,3.07,2.72,622.6,94.86,0.0401,108.68,65.76,1471,96,16,Local,2524,60,368.03,143.27,35,29.56,12.89,1021.25,47.24,Stormy,11.28,Safe
6.98,4.53,1.24,2.66,496.99,31.28,0.021,55.87,64.27,1618,97,84,Arterial,1763,30,156.88,415.12,89,9.96,56.54,1000.03,43.48,Sunny,6.9,Safe
7.96,4.2,1.5,4.92,787.82,1.48,0.037,27.7,59.31,1294,97,7,Arterial,1897,30,289.28,614.63,70,27.09,67.8,985.67,25.59,Rainy,73.02,Unsafe
7.24,2.86,3.07,0.58,691.3,66.06,0.0227,62.92,84.46,1805,66,37,Local,2741,70,892.91,970.58,40,42.61,50.52,1012.98,17.16,Cloudy,73.02,Unsafe
7.76,3.16,4.73,5.55,1375.01,23.24,0.004,36.11,58.82,1297,86,17,Arterial,1115,50,633.88,999.81,78,22.17,38.31,1026.65,34.42,Rainy,88.56,Unsafe
7.77,2.48,3.37,9.55,728.97,56.67,0.0258,14.87,92.06,1727,57,17,Collector,1074,70,127.21,871.27,11,3.84,81.63,1025.3,40.13,Rainy,53.22,Unsafe
7.57,2.08,3.91,1.97,452.14,15.07,0.0433,197.68,84.69,1337,12,27,Collector,1224,50,1196.88,542.24,31,26.86,67.84,1000.2,37.82,Stormy,40.04,Safe
6.68,4.59,1.83,5.95,1271.72,98.4,0.0428,167.99,75.4,1068,66,21,Local,2110,50,702.5,141.15,58,43.95,96.85,1003.98,33.91,Stormy,19.46,Safe
8.17,0.8,1.36,9.64,1498.19,97.03,0.0287,150.4,91.89,1963,8,34,Collector,1358,70,228.87,367.49,30,32.86,45.04,1039.16,2.43,Sunny,1.81,Safe
7.14,2.21,2.27,8.67,989.85,65.6,0.019,46.67,62.97,1290,81,58,Collector,2306,50,105.74,866.66,30,6.22,92.85,990.15,38.74,Stormy,64.22,Unsafe
6.87,1.85,4.04,8.58,413.17,70.72,0.0005,15.27,85.75,1789,4,49,Collector,878,60,691.34,957.41,86,13.57,94.89,1036.86,40.02,Stormy,60.91,Unsafe
6.58,2.59,2.28,8.31,396.28,42.59,0.0156,102.19,39.35,1452,44,84,Local,888,50,340.76,660.79,10,-0.1,80.86,988.26,5.33,Stormy,1.58,Safe
7.68,2.4,4.23,3.44,133.67,96.22,0.0495,150.92,25.84,1610,65,64,Collector,1987,40,338.44,807.85,2,19.76,65.15,995.77,7.65,Sunny,41.7,Safe
7.86,2.69,4.94,8.96,162.07,42.37,0.0363,192.94,74.8,1109,6,32,Local,1645,50,619.39,800.8,98,11.28,63.98,998.82,15.11,Rainy,67.31,Unsafe
6.53,0.87,0.36,9.44,1376.73,23.95,0.0359,170.34,44.13,1812,62,53,Arterial,2777,30,583.89,963.11,98,22.71,97.13,1028.43,7.96,Sunny,24.17,Safe
7.52,2.66,0.23,5.21,189.91,11.54,0.0381,179.77,70.77,1645,40,38,Collector,1042,40,463.79,810.7,17,2.56,49.86,1024.51,8.04,Rainy,15.5,Safe
6.95,1.36,0.75,3.87,752.3,20.81,0.031,55.35,26.19,1972,86,22,Collector,848,60,980.45,369.74,60,44.15,53.12,1000.92,14.15,Rainy,65.71,Unsafe
7.79,1.08,1.92,4.44,1062.28,57.22,0.0293,39.51,96.45,1579,35,15,Arterial,2157,50,509.98,482.02,96,13.21,93.72,1002.67,28.95,Cloudy,85.86,Unsafe
6.85,0.51,0.66,3.67,1283.01,24.51,0.0227,57.08,61.21,1502,50,50,Arterial,1842,70,565.62,252.19,1,20.71,92.19,985.96,32.22,Sunny,48.04,Safe
7.88,3.86,4.35,2.52,298.34,65.42,0.0222,36.33,20.76,1352,40,92,Local,2971,70,772.43,164.36,58,44.98,37.18,1019.35,15.13,Rainy,71.62,Unsafe
7.27,2.25,0.12,6.38,684.78,38.22,0.0435,161.71,58.09,1868,11,66,Collector,1201,40,872.04,359.57,45,11.92,79.54,1006.65,45.46,Rainy,83.99,Unsafe
8.37,3.21,1.58,5.84,414.65,88.69,0.0197,181.58,83.18,1172,66,64,Arterial,1335,60,477.43,676.35,59,13.57,58.18,1026.93,39.27,Stormy,74.45,Unsafe
6.78,3.69,0.92,4.89,420.94,55.85,0.042,68.39,89.22,1225,18,97,Collector,1464,50,648.69,597.96,32,35.19,73.42,1048.33,25.24,Sunny,93.69,Unsafe
7.18,3.46,4.66,1.41,490.57,62.26,0.0419,176.62,56.9,1072,73,37,Arterial,2513,60,627.51,754.57,38,-1.3,58.62,1046.7,11.14,Cloudy,4.31,Safe
6.73,2.46,3.35,8.07,901.32,55.66,0.0385,20.46,30.07,1873,70,22,Collector,613,30,1060.85,895.57,60,8.13,43.8,992.8,30.94,Sunny,95.0,Unsafe
8.35,2.06,4.56,2.16,74.04,88.56,0.0019,138.7,92.49,1206,34,92,Arterial,739,40,529.98,60.1,44,19.54,27.1,1014.0,1.82,Cloudy,92.11,Unsafe
8.25,2.0,4.86,1.59,642.71,6.34,0.0074,110.22,98.49,1304,12,74,Arterial,1642,30,579.56,256.87,68,23.71,38.98,1006.77,8.58,Sunny,95.21,Unsafe
7.02,3.27,2.49,6.42,320.9,6.73,0.0157,62.58,25.06,1691,21,80,Arterial,1335,40,712.11,782.69,82,36.3,17.5,984.15,21.95,Stormy,87.52,Unsafe
7.82,2.58,1.17,4.29,1452.32,70.17,0.0424,155.96,26.25,1851,60,50,Arterial,954,70,815.02,923.84,77,32.5,34.01,1011.99,40.44,Cloudy,47.44,Safe
8.13,4.28,0.97,1.07,894.96,76.8,0.0437,50.29,65.25,1177,90,14,Collector,2700,60,51.11,936.9,59,30.98,50.73,1005.86,22.74,Cloudy,13.41,Safe
7.61,4.4,1.11,3.88,1308.74,43.36,0.0021,89.07,62.71,1185,10,51,Arterial,1583,60,799.55,193.01,3,14.3,54.68,985.05,12.08,Stormy,91.7,Unsafe
7.56,1.02,3.54,7.83,333.75,35.23,0.0162,144.87,67.09,1910,16,59,Collector,1691,60,225.05,110.91,37,43.62,85.84,1006.8,13.03,Rainy,35.92,Safe
6.98,0.85,0.2,6.34,1224.52,27.79,0.0425,74.26,45.37,1512,79,99,Collector,1180,30,1172.31,932.18,29,36.53,16.0,981.87,18.27,Cloudy,97.58,Unsafe
6.69,3.23,0.26,3.95,651.43,23.44,0.0125,172.52,24.03,1969,23,91,Arterial,2512,50,461.62,75.76,57,18.57,15.2,1025.44,29.45,Rainy,27.97,Safe
8.29,1.65,3.04,2.32,307.66,91.2,0.0488,174.43,66.43,1457,21,11,Arterial,2071,50,604.09,665.46,72,12.11,36.44,1046.25,3.13,Rainy,46.24,Safe
8.3,0.29,3.21,6.5,1153.81,29.51,0.0245,48.48,32.12,1324,61,7,Arterial,686,30,128.53,404.81,96,-4.87,14.54,996.33,26.21,Stormy,63.93,Unsafe
7.77,4.47,3.33,8.93,1154.92,64.81,0.0469,93.67,47.3,1570,43,40,Collector,2461,70,1052.98,285.81,47,14.35,11.62,1016.06,16.09,Stormy,31.47,Safe
7.18,1.29,1.86,6.64,1494.04,78.71,0.0214,92.08,66.6,1169,16,43,Collector,726,50,334.7,280.67,30,-2.31,53.37,1022.26,41.2,Cloudy,91.43,Unsafe
7.2,4.66,4.03,8.22,1182.36,2.2,0.0162,87.91,36.68,1208,58,61,Arterial,2174,70,402.48,365.34,45,10.25,59.87,996.93,14.2,Rainy,0.25,Safe
7.95,3.64,2.67,5.45,260.64,3.39,0.0181,105.37,63.4,1140,11,34,Local,2575,60,763.88,368.96,86,4.85,32.44,1001.05,12.62,Rainy,65.54,Unsafe
8.29,3.86,0.53,7.32,517.69,33.31,0.0442,24.13,77.18,1621,84,5,Collector,2690,30,58.74,817.2,41,11.35,95.07,999.75,28.27,Stormy,31.03,Safe
8.27,1.17,3.99,9.01,705.0,69.6,0.0165,175.31,25.26,1835,21,24,Collector,1072,60,1189.4,536.37,68,-1.94,73.34,1027.93,38.53,Stormy,15.8,Safe
8.06,1.32,4.77,7.85,233.65,26.08,0.0335,65.08,69.56,1371,16,90,Arterial,2421,60,633.53,942.1,89,33.83,17.02,1030.75,23.33,Cloudy,88.52,Unsafe
7.78,2.7,0.3,9.14,1192.66,0.15,0.0235,10.34,60.75,1787,75,35,Local,2705,70,1009.67,643.06,16,-0.59,96.02,1022.37,37.53,Rainy,73.84,Unsafe
6.67,1.03,1.96,4.6,813.71,28.81,0.0471,140.17,27.8,1804,33,86,Arterial,2748,50,1093.17,414.23,24,30.9,65.5,1028.22,11.04,Sunny,42.35,Safe
6.82,1.67,2.44,9.09,1419.45,9.01,0.008,133.59,76.51,1078,86,41,Local,2809,30,50.49,537.16,46,41.77,23.26,1049.46,27.25,Sunny,93.56,Unsafe
8.3,1.74,0.73,6.4,904.5,21.94,0.0214,196.8,44.87,1049,89,68,Collector,2904,30,542.43,940.02,29,19.51,17.94,1034.31,47.85,Cloudy,26.5,Safe
7.71,0.97,4.34,8.77,808.2,33.32,0.0062,146.66,34.58,1674,33,84,Local,943,40,1073.2,836.08,46,34.24,20.52,1029.86,39.17,Stormy,30.34,Safe
6.52,1.18,1.42,0.87,153.57,12.81,0.0289,73.21,42.6,1022,98,3,Arterial,1816,50,846.41,925.14,13,42.18,56.16,1039.11,13.3,Stormy,32.12,Safe
6.7,3.99,3.92,6.75,266.55,70.64,0.0201,191.0,63.7,1350,15,61,Collector,2904,60,900.11,710.65,91,21.93,53.51,1035.15,48.32,Sunny,42.75,Safe
7.83,1.0,3.35,8.56,1281.81,25.59,0.003,79.42,66.4,1078,65,4,Arterial,1108,50,684.2,636.29,35,8.2,88.51,1023.67,42.97,Cloudy,38.75,Safe
6.51,0.34,2.99,2.15,1486.48,66.11,0.0425,166.04,33.57,1142,4,70,Arterial,957,70,1172.58,253.1,93,-3.93,23.95,1009.1,7.75,Sunny,6.0,Safe
6.82,3.22,0.96,6.79,652.01,59.9,0.0188,73.78,94.93,1027,81,50,Arterial,1616,30,168.71,359.55,66,16.69,33.11,1010.04,29.58,Sunny,43.7,Safe
7.6,4.88,1.1,8.34,1224.62,89.8,0.0247,19.25,46.32,1361,92,76,Local,2037,60,1050.73,67.39,99,2.68,80.09,1024.4,36.42,Stormy,32.88,Safe
7.88,1.79,0.24,3.24,960.0,8.79,0.0204,149.42,41.46,1987,32,65,Arterial,2195,50,829.4,579.95,10,37.74,53.8,1042.74,15.03,Sunny,87.52,Unsafe
7.8,0.77,1.2,4.35,1440.64,21.46,0.0244,76.54,34.94,1267,8,88,Local,2937,50,679.9,643.16,16,34.6,66.22,1021.06,10.36,Cloudy,92.91,Unsafe
6.95,2.94,1.73,5.91,395.3,86.52,0.0008,74.39,29.64,1875,36,83,Collector,2401,70,819.31,753.24,5,31.71,47.17,1029.01,24.0,Rainy,84.7,Unsafe
7.92,4.55,4.17,5.43,840.01,82.21,0.0408,146.01,98.57,1728,83,68,Local,2821,70,951.72,857.48,32,-0.31,47.49,1020.79,7.95,Rainy,8.14,Safe
6.97,3.96,1.83,0.87,642.75,19.21,0.0166,71.19,73.98,1125,56,95,Arterial,2870,60,263.03,302.32,75,27.39,98.04,1029.0,41.64,Stormy,86.63,Unsafe
7.15,3.19,3.77,1.44,835.49,10.77,0.0362,32.42,82.96,1287,88,68,Collector,2125,60,303.77,185.35,38,10.59,94.34,1039.71,32.6,Rainy,44.71,Safe
7.99,1.71,2.2,1.45,439.84,85.62,0.0032,86.86,52.12,1356,3,84,Arterial,1004,40,331.7,126.17,96,19.34,70.07,1048.71,4.64,Sunny,68.22,Unsafe
7.8,2.8,3.92,2.99,771.73,17.81,0.0262,166.53,53.17,1772,14,56,Collector,1984,30,448.62,547.36,34,43.55,33.59,1023.21,0.02,Cloudy,49.08,Safe
8.2,0.64,4.88,2.84,955.97,87.11,0.0454,34.74,98.95,1568,96,36,Collector,958,40,700.87,274.73,84,-0.33,81.13,1029.47,5.34,Rainy,43.09,Safe
7.82,3.46,1.2,7.55,167.76,96.11,0.0199,115.35,36.06,1286,76,67,Local,504,40,1097.65,204.89,30,27.79,59.52,1034.05,26.67,Stormy,84.92,Unsafe
7.64,3.68,4.31,5.94,1127.33,22.08,0.0099,35.13,46.15,1926,95,92,Arterial,1401,50,342.28,561.01,86,41.41,66.8,1031.37,37.35,Stormy,17.74,Safe
6.69,4.83,3.11,7.76,1074.46,84.04,0.005,19.34,35.61,1743,34,54,Collector,1663,50,686.42,605.29,27,-2.44,64.95,1046.62,9.24,Stormy,7.03,Safe
7.24,1.45,4.09,1.16,1326.66,42.38,0.043,81.95,42.61,1795,95,29,Arterial,2488,60,1173.22,148.89,79,26.05,13.16,1034.63,20.98,Cloudy,84.71,Unsafe
7.03,0.29,3.26,5.11,667.49,78.88,0.0119,135.0,73.09,1844,36,82,Local,628,50,828.67,528.72,81,24.55,25.01,986.68,42.3,Rainy,91.95,Unsafe
6.99,2.82,2.12,3.58,139.42,40.74,0.0488,62.25,44.71,1988,96,74,Local,1788,50,543.21,103.0,61,24.64,45.57,981.54,9.52,Cloudy,73.81,Unsafe
8.45,3.59,1.14,8.57,719.12,7.04,0.0124,94.69,90.04,1295,35,63,Arterial,2606,30,135.47,790.03,45,8.78,15.6,1009.93,36.83,Sunny,5.7,Safe
7.29,3.99,0.35,7.22,249.53,71.27,0.024,103.35,23.89,1308,32,76,Collector,2679,50,422.25,591.02,16,31.08,72.8,1042.0,37.06,Stormy,32.02,Safe
8.28,1.13,2.68,8.76,988.8,15.07,0.0229,169.85,48.38,1795,80,77,Local,1789,70,419.71,600.92,65,37.44,30.04,981.21,5.02,Stormy,34.36,Safe
7.76,1.46,4.95,0.94,118.34,92.7,0.0031,165.61,88.86,1547,1,62,Local,1704,60,824.9,719.67,2,10.29,94.05,994.93,12.35,Sunny,9.68,Safe
8.09,2.66,3.69,7.35,592.29,41.77,0.0266,10.45,69.71,1332,52,87,Collector,1410,30,246.79,223.24,18,3.95,89.77,1046.24,2.65,Sunny,7.72,Safe
7.51,1.79,1.64,5.63,170.12,8.2,0.0336,88.64,81.68,1114,13,33,Collector,1295,40,617.28,195.28,14,42.59,64.75,1010.29,46.84,Rainy,19.86,Safe
7.65,4.33,4.14,8.34,54.88,22.85,0.0371,134.66,45.89,1377,75,66,Local,2089,70,509.5,319.61,53,36.44,30.62,998.98,34.07,Sunny,90.29,Unsafe
7.49,2.47,3.84,5.32,1442.81,86.25,0.0261,171.96,49.54,1617,75,30,Local,2582,70,211.34,583.78,57,41.69,67.57,1027.9,47.97,Sunny,90.49,Unsafe
6.89,4.04,1.41,5.63,1494.38,32.11,0.0406,19.29,91.06,1419,25,35,Collector,763,40,1071.74,826.46,99,1.45,23.55,1043.77,26.71,Stormy,83.12,Unsafe
7.94,2.99,0.07,0.99,855.48,85.63,0.0376,129.37,79.97,1626,64,30,Local,1369,70,764.41,990.11,90,38.79,51.6,1028.69,31.8,Stormy,33.56,Safe
7.06,3.91,0.59,6.85,396.49,17.23,0.0097,169.98,50.74,1117,5,20,Arterial,2014,50,824.55,823.4,49,37.04,37.57,1036.38,23.2,Cloudy,0.74,Safe
6.55,1.8,4.39,3.09,1371.09,46.82,0.0201,58.46,37.23,1466,63,90,Local,1417,60,504.55,497.69,18,17.63,39.57,983.19,30.4,Cloudy,11.39,Safe
7.79,4.19,4.18,0.69,1388.4,87.83,0.0071,49.0,28.5,1562,85,51,Arterial,1633,70,1013.36,580.2,54,15.27,35.91,1041.89,41.09,Rainy,35.16,Safe
6.85,1.52,1.48,1.13,1289.04,4.84,0.0067,98.89,88.95,1464,99,98,Collector,2664,40,1115.12,290.38,59,16.18,34.82,1011.24,32.71,Rainy,72.08,Unsafe
8.38,2.82,1.43,9.59,839.34,30.43,0.0356,192.89,75.81,1552,76,46,Arterial,2580,30,78.47,230.76,32,25.02,54.47,1027.62,48.03,Rainy,62.32,Unsafe
8.41,1.23,3.96,3.79,158.32,90.99,0.0265,141.65,68.59,1308,52,54,Collector,1939,50,567.31,150.77,46,25.31,41.49,1005.41,41.51,Rainy,58.95,Unsafe
8.33,2.48,4.69,8.75,178.24,59.65,0.03,90.65,82.13,1239,46,88,Collector,1847,50,822.1,522.85,69,35.28,32.54,1014.33,23.17,Stormy,40.14,Safe
7.24,1.73,3.9,9.62,1350.1,71.62,0.0366,13.96,93.2,1314,77,17,Arterial,1614,50,1012.43,184.75,20,13.17,30.24,1028.62,10.93,Cloudy,0.8,Safe
6.53,1.48,3.03,9.46,1319.95,84.21,0.0139,115.78,80.93,1361,67,98,Collector,2928,70,956.27,63.19,50,-3.27,80.54,986.7,40.37,Sunny,75.86,Unsafe
8.36,4.84,1.21,8.88,679.88,52.36,0.0201,76.27,53.65,1958,76,84,Arterial,2501,40,1177.63,188.24,18,10.76,19.79,1007.17,47.35,Cloudy,50.6,Unsafe
7.36,0.97,2.63,9.0,525.82,84.54,0.0303,45.29,34.12,1077,47,52,Arterial,847,30,921.98,391.81,22,28.75,44.07,1045.21,29.29,Rainy,57.37,Unsafe
8.43,3.98,1.17,3.25,983.98,63.88,0.0048,105.03,77.11,1590,34,6,Local,1823,30,193.88,234.0,5,38.05,78.44,1044.05,6.25,Stormy,62.89,Unsafe
8.43,4.92,4.04,1.94,1220.13,68.57,0.0417,74.86,39.74,1432,20,99,Local,2171,50,233.28,228.21,69,8.96,26.67,988.84,37.03,Rainy,12.14,Safe
8.21,0.3,1.93,6.57,1110.94,15.29,0.0172,17.36,82.61,1187,39,8,Arterial,1580,50,1145.0,254.47,49,31.08,40.82,1025.58,48.71,Cloudy,98.52,Unsafe
7.09,3.56,4.17,5.14,942.62,93.9,0.0329,147.85,47.1,1670,52,91,Arterial,1774,70,77.88,886.02,74,16.69,11.97,1010.57,8.23,Stormy,6.69,Safe
7.27,1.41,1.91,1.44,385.69,79.61,0.0498,149.19,32.54,1979,50,48,Arterial,1572,30,483.6,91.92,33,-0.68,78.25,1003.53,38.37,Cloudy,91.15,Unsafe
8.2,0.39,4.12,6.94,430.63,25.42,0.0238,127.58,40.37,1002,68,2,Local,2225,60,546.12,328.95,41,-0.58,80.62,1011.13,13.07,Rainy,54.62,Unsafe
7.13,2.13,1.67,5.85,1099.9,58.0,0.0108,169.76,41.33,1294,41,9,Local,2676,40,348.3,400.89,8,3.55,59.95,1038.79,5.55,Rainy,89.97,Unsafe
6.84,4.69,2.2,8.7,1213.8,37.65,0.0108,48.6,50.3,1421,43,87,Collector,1160,30,889.51,287.83,93,30.37,67.7,984.03,38.64,Rainy,89.99,Unsafe
7.61,0.26,3.08,6.29,218.4,66.04,0.003,64.38,40.58,1167,49,88,Collector,537,40,1007.77,386.95,11,37.14,29.09,1021.28,26.8,Stormy,87.98,Unsafe
8.37,3.02,0.35,5.95,321.58,99.37,0.0384,97.14,38.04,1925,71,86,Arterial,838,60,1149.84,632.78,74,-1.57,70.17,1006.86,30.87,Cloudy,25.12,Safe
7.89,2.61,4.74,4.69,1036.68,4.57,0.0147,21.43,51.34,1967,47,14,Local,2588,30,1162.14,148.32,77,9.07,85.69,1033.02,0.44,Sunny,89.31,Unsafe
7.64,4.39,2.87,4.9,614.03,95.25,0.0086,177.87,89.45,1023,57,21,Collector,817,40,500.51,366.42,74,39.82,27.09,1037.53,23.93,Rainy,96.05,Unsafe
6.69,0.6,2.54,9.57,866.77,7.24,0.0357,103.22,25.64,1916,67,76,Arterial,1602,50,1137.43,146.8,31,27.3,77.84,1004.82,34.83,Stormy,13.01,Safe
7.73,3.47,4.2,1.82,941.48,46.08,0.0155,71.69,43.7,1319,46,39,Collector,1887,30,608.17,733.05,86,12.07,69.32,1012.19,32.55,Cloudy,11.47,Safe
8.48,3.46,4.33,4.74,1175.5,48.21,0.03,100.81,64.98,1946,41,97,Arterial,1556,60,1008.21,863.78,55,25.82,48.38,1008.73,9.63,Rainy,16.57,Safe
6.78,3.41,2.61,6.73,1218.29,26.87,0.0209,71.77,89.96,1027,77,54,Arterial,1100,40,955.96,559.4,88,11.45,10.14,1010.94,13.64,Cloudy,49.05,Safe
7.54,4.72,4.64,4.61,456.14,56.67,0.0167,64.39,42.73,1691,29,55,Local,1597,30,308.12,68.72,51,2.79,84.2,1038.57,6.49,Rainy,4.63,Safe
8.25,4.15,0.32,3.19,834.88,83.4,0.0245,95.12,47.9,1892,41,65,Local,1792,60,706.3,450.19,95,-4.97,41.0,1014.11,41.23,Rainy,66.06,Unsafe
7.98,0.4,0.57,3.23,229.11,29.4,0.0157,101.56,83.84,1598,85,23,Collector,1360,50,1166.91,425.4,62,32.4,15.37,985.68,17.74,Stormy,61.79,Unsafe
7.89,2.46,2.98,2.72,1270.92,7.04,0.0435,92.34,49.8,1391,46,43,Collector,2749,70,655.63,800.6,21,17.62,77.47,1039.1,7.83,Cloudy,98.87,Unsafe
7.9,2.11,1.77,3.77,1275.9,63.23,0.0037,114.11,88.12,1584,25,59,Local,983,50,650.81,65.84,77,37.27,92.27,1017.38,11.8,Stormy,97.8,Unsafe
7.22,1.69,2.32,8.78,484.28,75.17,0.0015,158.84,56.42,1676,3,50,Collector,2925,30,771.03,973.41,26,35.2,42.68,988.61,8.45,Sunny,78.84,Unsafe
7.09,2.37,1.64,5.3,282.9,95.45,0.0203,20.88,65.53,1825,30,67,Collector,1692,30,1118.22,221.18,92,-3.19,61.42,1000.64,37.37,Rainy,15.22,Safe
8.12,2.04,2.02,2.78,151.63,15.95,0.0086,164.19,64.87,1717,86,87,Local,2499,70,496.04,822.17,80,21.21,47.75,1023.14,38.32,Cloudy,38.96,Safe
8.12,2.28,4.11,4.15,883.72,90.14,0.0372,53.42,29.54,1819,2,50,Local,2106,70,93.67,793.83,13,12.01,37.94,1027.23,23.81,Cloudy,91.55,Unsafe
8.23,4.9,2.97,1.51,182.57,48.21,0.0177,57.9,48.4,1745,9,62,Local,1478,40,257.49,769.58,67,40.47,86.15,1044.36,27.17,Stormy,9.73,Safe
8.33,0.63,4.99,9.09,1036.86,23.58,0.0131,123.9,39.33,1915,58,78,Arterial,677,70,1154.35,137.18,84,43.87,17.08,1032.91,5.67,Rainy,53.91,Unsafe
7.52,4.63,3.93,4.38,1033.28,96.27,0.018,195.38,74.64,1990,4,73,Local,1422,70,350.26,91.84,44,7.1,29.11,1009.06,49.44,Stormy,71.93,Unsafe
7.5,2.51,1.37,9.81,940.28,23.84,0.011,13.31,94.69,1523,72,54,Arterial,2738,70,905.28,452.55,76,5.44,25.38,1034.26,38.21,Stormy,13.55,Safe
8.1,3.19,1.32,3.8,1321.01,73.34,0.015,137.9,36.99,1466,19,43,Local,2586,50,491.12,741.53,78,2.37,91.95,1033.3,33.24,Stormy,78.65,Unsafe
7.8,4.18,1.68,8.45,598.51,78.49,0.0284,142.41,27.3,1483,85,27,Local,1660,40,93.21,684.28,3,40.01,81.89,1039.42,20.06,Cloudy,34.64,Safe
7.9,1.93,4.22,2.94,1358.29,43.05,0.0432,118.99,60.53,1599,14,47,Collector,2345,70,430.43,778.06,20,17.32,77.61,1011.31,22.11,Sunny,35.91,Safe
8.09,2.27,0.14,1.22,103.54,69.0,0.0185,11.84,51.27,1903,1,80,Arterial,2551,40,524.75,127.53,6,6.27,98.17,1012.75,13.21,Rainy,87.58,Unsafe
8.28,2.17,1.15,0.8,213.5,57.25,0.016,125.21,22.86,1597,20,25,Local,508,70,316.42,432.25,4,10.29,23.26,1001.6,14.88,Sunny,26.42,Safe
7.18,2.0,4.52,6.26,647.7,19.2,0.0391,31.85,93.73,1283,83,28,Collector,2877,40,1164.77,469.32,23,15.25,50.53,989.57,40.54,Stormy,26.14,Safe
7.25,4.64,3.2,3.46,911.29,75.99,0.0011,24.83,95.21,1231,80,64,Collector,2343,40,1189.42,250.42,5,44.03,77.41,996.59,19.77,Cloudy,72.15,Unsafe
6.69,4.18,1.13,4.71,96.94,92.8,0.0151,142.25,88.03,1219,74,25,Collector,983,70,367.98,580.82,12,39.77,72.24,1034.87,21.21,Cloudy,10.97,Safe
7.66,0.72,1.1,8.28,872.78,48.86,0.0226,143.04,42.44,1403,66,31,Arterial,2492,70,1153.31,50.46,60,19.64,25.6,998.44,10.91,Cloudy,82.08,Unsafe
6.57,0.72,4.31,2.86,495.73,99.43,0.03,179.08,29.79,1674,65,87,Arterial,1947,40,1107.98,777.78,90,38.26,77.11,1011.17,42.48,Sunny,53.2,Unsafe
7.43,2.25,4.47,3.43,1336.36,42.8,0.0078,10.64,67.4,1406,8,75,Arterial,1282,30,1141.25,223.74,96,6.96,50.11,982.95,23.49,Rainy,38.47,Safe
7.59,0.67,1.28,8.53,823.26,47.97,0.0216,81.96,42.52,1026,9,46,Collector,1494,40,897.0,743.88,26,21.35,84.98,1015.09,45.61,Cloudy,75.28,Unsafe
7.07,3.17,2.1,5.18,902.45,67.39,0.0283,12.33,36.14,1709,39,34,Local,1318,50,612.03,82.74,93,34.13,24.03,1021.04,37.16,Stormy,16.8,Safe
7.68,0.89,4.17,8.36,1421.15,18.58,0.0255,79.29,71.3,1881,64,12,Collector,870,60,523.29,502.11,59,3.4,69.3,990.17,7.41,Rainy,77.99,Unsafe
